 # V  ninf  minf  hinf  ainf  binf  taun  taum  tauh  taua  taub
    -79.70000000      0.06504462      0.00210760      0.99392711      0.48291370      0.54732364      2.91634517      0.01635200      0.76580138      1.24898415      3.55516247
    -79.60000000      0.06557274      0.00213645      0.99383602      0.48338481      0.54521460      2.91834350      0.01644269      0.76956945      1.24794791      3.55320067
    -79.50000000      0.06610453      0.00216569      0.99374358      0.48385626      0.54310127      2.92033079      0.01653388      0.77335499      1.24690895      3.55122994
    -79.40000000      0.06664000      0.00219533      0.99364976      0.48432806      0.54098367      2.92230694      0.01662557      0.77715807      1.24586727      3.54925026
    -79.30000000      0.06717918      0.00222536      0.99355455      0.48480021      0.53886188      2.92427185      0.01671777      0.78097875      1.24482286      3.54726161
    -79.20000000      0.06772209      0.00225579      0.99345792      0.48527271      0.53673594      2.92622542      0.01681046      0.78481708      1.24377574      3.54526397
    -79.10000000      0.06826873      0.00228663      0.99335985      0.48574555      0.53460590      2.92816755      0.01690367      0.78867313      1.24272591      3.54325731
    -79.00000000      0.06881912      0.00231788      0.99326032      0.48621874      0.53247183      2.93009814      0.01699738      0.79254696      1.24167336      3.54124162
    -78.90000000      0.06937330      0.00234955      0.99315931      0.48669227      0.53033377      2.93201709      0.01709161      0.79643861      1.24061811      3.53921686
    -78.80000000      0.06993126      0.00238164      0.99305680      0.48716615      0.52819178      2.93392430      0.01718635      0.80034816      1.23956015      3.53718302
    -78.70000000      0.07049303      0.00241417      0.99295277      0.48764037      0.52604591      2.93581966      0.01728161      0.80427566      1.23849948      3.53514009
    -78.60000000      0.07105862      0.00244712      0.99284719      0.48811494      0.52389624      2.93770309      0.01737739      0.80822116      1.23743612      3.53308803
    -78.50000000      0.07162805      0.00248052      0.99274004      0.48858985      0.52174280      2.93957447      0.01747369      0.81218473      1.23637005      3.53102682
    -78.40000000      0.07220135      0.00251436      0.99263131      0.48906511      0.51958567      2.94143371      0.01757052      0.81616641      1.23530129      3.52895645
    -78.30000000      0.07277851      0.00254866      0.99252095      0.48954071      0.51742489      2.94328070      0.01766787      0.82016627      1.23422984      3.52687689
    -78.20000000      0.07335957      0.00258341      0.99240896      0.49001666      0.51526054      2.94511533      0.01776576      0.82418437      1.23315570      3.52478813
    -78.10000000      0.07394454      0.00261863      0.99229531      0.49049295      0.51309266      2.94693752      0.01786418      0.82822075      1.23207887      3.52269014
    -78.00000000      0.07453343      0.00265432      0.99217997      0.49096958      0.51092133      2.94874715      0.01796314      0.83227547      1.23099936      3.52058290
    -77.90000000      0.07512626      0.00269048      0.99206292      0.49144656      0.50874660      2.95054413      0.01806264      0.83634859      1.22991717      3.51846640
    -77.80000000      0.07572306      0.00272713      0.99194413      0.49192388      0.50656853      2.95232834      0.01816268      0.84044016      1.22883231      3.51634061
    -77.70000000      0.07632382      0.00276426      0.99182358      0.49240154      0.50438719      2.95409969      0.01826327      0.84455024      1.22774477      3.51420552
    -77.60000000      0.07692858      0.00280189      0.99170125      0.49287954      0.50220264      2.95585808      0.01836440      0.84867887      1.22665456      3.51206109
    -77.50000000      0.07753734      0.00284001      0.99157710      0.49335789      0.50001495      2.95760339      0.01846608      0.85282611      1.22556169      3.50990733
    -77.40000000      0.07815013      0.00287865      0.99145111      0.49383657      0.49782418      2.95933553      0.01856832      0.85699202      1.22446616      3.50774420
    -77.30000000      0.07876695      0.00291780      0.99132326      0.49431560      0.49563039      2.96105439      0.01867112      0.86117665      1.22336797      3.50557169
    -77.20000000      0.07938783      0.00295747      0.99119352      0.49479497      0.49343365      2.96275987      0.01877447      0.86538004      1.22226712      3.50338977
    -77.10000000      0.08001279      0.00299766      0.99106185      0.49527469      0.49123403      2.96445187      0.01887839      0.86960224      1.22116363      3.50119844
    -77.00000000      0.08064183      0.00303839      0.99092824      0.49575474      0.48903159      2.96613027      0.01898287      0.87384332      1.22005749      3.49899767
    -76.90000000      0.08127497      0.00307966      0.99079265      0.49623513      0.48682641      2.96779499      0.01908792      0.87810331      1.21894871      3.49678744
    -76.80000000      0.08191223      0.00312148      0.99065506      0.49671586      0.48461855      2.96944590      0.01919353      0.88238226      1.21783729      3.49456774
    -76.70000000      0.08255363      0.00316386      0.99051543      0.49719694      0.48240807      2.97108291      0.01929973      0.88668023      1.21672324      3.49233855
    -76.60000000      0.08319918      0.00320679      0.99037374      0.49767835      0.48019506      2.97270591      0.01940650      0.89099726      1.21560656      3.49009985
    -76.50000000      0.08384889      0.00325030      0.99022995      0.49816010      0.47797957      2.97431480      0.01951385      0.89533340      1.21448726      3.48785163
    -76.40000000      0.08450279      0.00329438      0.99008404      0.49864219      0.47576168      2.97590947      0.01962178      0.89968869      1.21336533      3.48559386
    -76.30000000      0.08516088      0.00333904      0.98993598      0.49912462      0.47354147      2.97748983      0.01973029      0.90406318      1.21224080      3.48332653
    -76.20000000      0.08582318      0.00338430      0.98978573      0.49960739      0.47131899      2.97905575      0.01983940      0.90845691      1.21111365      3.48104963
    -76.10000000      0.08648971      0.00343015      0.98963327      0.50009049      0.46909433      2.98060714      0.01994910      0.91286993      1.20998390      3.47876314
    -76.00000000      0.08716048      0.00347661      0.98947856      0.50057394      0.46686756      2.98214390      0.02005939      0.91730229      1.20885155      3.47646703
    -75.90000000      0.08783551      0.00352369      0.98932157      0.50105772      0.46463875      2.98366591      0.02017027      0.92175401      1.20771660      3.47416131
    -75.80000000      0.08851481      0.00357138      0.98916226      0.50154184      0.46240798      2.98517307      0.02028176      0.92622516      1.20657907      3.47184595
    -75.70000000      0.08919839      0.00361971      0.98900061      0.50202629      0.46017531      2.98666529      0.02039385      0.93071575      1.20543895      3.46952093
    -75.60000000      0.08988628      0.00366867      0.98883657      0.50251108      0.45794083      2.98814244      0.02050655      0.93522584      1.20429625      3.46718624
    -75.50000000      0.09057848      0.00371829      0.98867012      0.50299621      0.45570461      2.98960443      0.02061986      0.93975547      1.20315098      3.46484188
    -75.40000000      0.09127501      0.00376855      0.98850123      0.50348167      0.45346673      2.99105115      0.02073378      0.94430467      1.20200314      3.46248781
    -75.30000000      0.09197589      0.00381948      0.98832985      0.50396747      0.45122725      2.99248251      0.02084831      0.94887347      1.20085273      3.46012403
    -75.20000000      0.09268112      0.00387108      0.98815594      0.50445361      0.44898627      2.99389838      0.02096347      0.95346193      1.19969977      3.45775052
    -75.10000000      0.09339072      0.00392336      0.98797949      0.50494008      0.44674386      2.99529867      0.02107924      0.95807006      1.19854426      3.45536728
    -75.00000000      0.09410471      0.00397632      0.98780043      0.50542688      0.44450009      2.99668327      0.02119564      0.96269790      1.19738620      3.45297428
    -74.90000000      0.09482310      0.00402999      0.98761875      0.50591402      0.44225505      2.99805207      0.02131267      0.96734550      1.19622561      3.45057151
    -74.80000000      0.09554590      0.00408436      0.98743441      0.50640149      0.44000881      2.99940498      0.02143033      0.97201287      1.19506248      3.44815897
    -74.70000000      0.09627313      0.00413944      0.98724735      0.50688929      0.43776145      3.00074189      0.02154862      0.97670005      1.19389682      3.44573663
    -74.60000000      0.09700480      0.00419525      0.98705756      0.50737743      0.43551306      3.00206268      0.02166755      0.98140707      1.19272864      3.44330450
